iron_conc,silica_conc
63.73,4.73
65.56,2.03
65.9,1.63
64.62,3.15
65.1,2.49
65.22,2.34
63.43,4.12
64.86,2.57
64.47,3.22
64.19,3.1
64.85,2.44
64.62,2.83
65.57,1.53
66.18,1.37
65.44,1.48
65.7,1.45
66.28,1.11
66.0,1.08
65.46,1.6999999999999995
65.21,1.88
65.24,1.7
65.43,1.71
65.92,1.42
65.69,1.44
65.09,1.9
64.71,1.82
65.37,1.37
65.03,2.55
65.68,1.5300000000000002
65.43,1.45
65.1,1.6399999999999997
65.45,1.4899999999999998
65.73,1.58
65.83,1.46
65.43,1.41
65.91,1.43
65.41,1.5
65.4,1.61
65.14,1.36
65.46,1.45
65.82,1.21
65.88,1.33
65.49,2.49
65.94,1.24
65.37,1.3
64.81,2.13
64.64,2.46
66.28,0.99
65.85,1.34
65.89,1.28
66.27,1.11
64.46,4.65
66.01,1.21
66.57,1.29
65.9,1.36
66.24,1.19
66.29,1.4
66.24,1.35
66.13,1.21
66.32,1.15
65.84,1.27
65.8,1.47
65.8,1.5399999999999998
65.48,1.58
66.07,1.39
64.56,2.01
66.2,1.32
66.2,1.32
66.2,1.32
66.25,1.52
66.4,1.59
67.36,1.32
66.3,1.31
66.16,1.44
66.3,1.28
66.23,1.73
66.27,1.24
65.17,1.83
65.52,1.56
65.62,1.4900000000000002
65.55,1.27
65.87,1.38
65.81,1.41
65.5,1.23
65.64,1.17
65.82,1.2
65.34,1.7199999999999998
63.78,1.98
63.58,4.32
63.55,4.55
66.05,1.36
66.03,1.37
65.48,1.64
66.1,1.56
66.23,1.5
65.63,1.52
66.09,1.14
66.1,1.14
65.44,1.52
65.15,1.84
65.54,1.98
65.46,1.5099999999999998
67.1,1.28
66.05,1.73
66.1,1.73
65.95,2.07
66.23,1.72
66.13,1.49
65.94,2.69
65.32,2.4
66.45,1.43
65.97,1.5699999999999998
65.35,2.26
66.01,1.85
66.94,1.92
66.5,1.26
66.4,1.38
66.54,1.23
66.52,1.12
66.69,1.28
66.97,1.22
66.74,1.25
66.2,1.33
65.87,3.25
65.75,2.34
66.0,1.25
63.64,3.71
65.38,1.93
65.87,1.89
62.86,5.5
63.91,4.04
63.92,3.6800000000000006
63.97011299435029,3.4494350282485877
64.02,3.22
64.52,1.86
65.3,1.6
64.43,2.06
66.0,1.5500000000000005
65.73,1.54
66.13,1.32
66.13,1.32
66.13,1.32
66.13,1.32
66.13,1.32
66.13,1.32
66.13,1.32
66.13,1.32
66.13,1.32
66.13,1.32
66.13,1.32
66.13,1.32
66.13,1.32
64.57,3.03
64.57,3.03
65.27,2.92
65.32,2.37
64.85,3.25
64.85,3.25
66.57,1.51
66.01,1.46
65.76,2.41
66.28,1.27
66.21,1.23
66.33,1.21
66.32,1.26
66.23,1.28
65.46,1.91
65.47,2.15
64.75,2.55
65.45,2.24
65.77,2.11
65.77,2.11
64.76,2.89
65.41,2.24
65.34,2.31
65.89,1.23
65.45,2.14
66.31,1.24
66.01,1.34
64.93,1.8
65.24,2.3
66.11,1.4900000000000002
64.77,2.08
65.24,2.09
65.27,1.93
65.96,1.66
65.22,1.78
64.96,2.11
66.0,1.68
63.98,3.47
64.45,2.87
64.36,2.85
63.27000000000001,3.2700000000000005
64.15,3.22
65.75,2.02
65.21,2.16
65.15,2.0
64.57,2.14
65.5,1.98
64.88,2.19
65.24,2.83
65.8,1.44
65.94,1.59
66.89,2.13
64.64,3.87
65.78,2.13
65.27,1.92
65.8,1.33
66.2,1.29
66.16,1.24
65.67,1.7799999999999998
66.55,1.2
66.46,1.31
65.47,1.69
65.19,1.69
65.47,1.65
65.87,1.5
65.45,1.54
65.62,1.8600000000000003
65.67,1.64
65.48,1.75
66.53,1.62
66.63,1.52
65.95,1.6
66.58,1.25
66.52,1.15
66.32,1.09
66.23,1.18
66.29,1.58
66.29,1.58
65.45,1.5
64.57,2.83
65.99,2.16
66.59,1.33
66.44,1.49
64.74,3.12
65.79,2.92
65.5,2.77
64.9,3.3199999999999994
64.71,3.72
64.76,3.78
66.53,1.56
66.22,1.6799999999999995
66.22,1.6800000000000002
66.22,1.68
65.57,2.05
65.5,1.57
65.88,1.21
65.31,2.01
66.01,2.17
66.33,1.82
65.07,2.25
65.59,2.03
65.44,2.21
65.93,1.54
65.92,1.6
65.22,1.84
64.95,2.03
65.09,2.05
64.95,2.19
65.23,2.19
65.16,2.2
65.01,4.64
63.25,4.89
63.36403409090909,4.633181818181819
63.59061797752808,4.12252808988764
63.81926966292135,3.607696629213483
64.04572222222222,3.0973888888888887
64.16,2.84
64.24,2.7
65.0,2.01
65.72,1.5800000000000003
65.18,2.02
64.49,3.14
65.03,1.66
64.67,1.79
64.21,3.12
65.21,1.87
64.21,2.03
64.42,2.15
65.65,1.44
64.98,2.16
65.76,1.7
65.68,1.7199999999999998
65.86,1.86
65.47,1.79
66.06,1.53
65.67,1.4800000000000002
65.44,1.42
66.59,0.97
66.12,1.13
64.82,3.71
65.6,1.99
65.03,1.68
65.12,2.07
65.95,1.04
65.76,1.84
66.43,1.02
65.78,1.16
65.74,1.23
65.09,2.09
65.43,1.37
63.99,2.07
63.92999999999999,2.1
64.92,2.09
64.92,2.19
65.29,1.85
65.71,1.44
65.13,3.15
65.01,2.63
64.86,2.61
65.45,2.55
65.94,1.31
66.32,1.26
65.88,1.12
65.33,2.83
65.92,1.37
65.0,1.7399999999999998
65.75,1.08
64.85,2.5
63.33,3.64
64.48,2.39
65.66,1.85
64.67,2.8
64.26,3.3
65.13,2.41
65.71,1.88
65.67,2.04
65.07,2.11
65.62,1.8600000000000003
64.78,3.23
65.94,1.88
64.35,3.49
65.02,2.2
66.0,1.44
65.75,1.61
65.91,1.39
65.9,1.6800000000000002
66.31,1.15
66.0,1.52
65.93,1.34
65.93,1.34
65.93,1.34
65.93,1.34
63.99,4.57
63.45,5.01
63.91865168539326,4.533820224719101
64.8538202247191,3.5835955056179776
65.32,3.11
65.3,2.35
65.75,1.57
65.75,1.57
65.75,1.57
64.9,3.82
64.62,4.55
66.07,2.97
64.94,3.3
63.1,5.2
63.85000000000001,4.33
63.19,5.49
64.31,4.09
64.27005649717513,4.172203389830509
64.19005617977528,4.33752808988764
64.10988636363636,4.502670454545455
64.03017045454546,4.667443181818182
63.99,4.75
63.68000000000001,5.53
62.36,5.51173184357542
62.32000000000001,5.475056179775281
63.3,5.43819209039548
63.16,5.42
63.15999999999999,5.42
66.03,1.52
65.92,1.57
65.56,1.36
65.92,1.52
66.03,1.61
65.6,1.73
65.76,1.6999999999999995
65.73,1.56
66.05,1.87
66.23,1.69
64.42,3.0
64.77,3.140000000000001
64.88,3.1899999999999995
65.9,2.99
65.28,2.97
66.45,2.99
65.47,2.67
65.02,2.9200000000000004
66.65,1.69
66.27,1.9
65.8,1.88
66.35,1.79
65.25,1.9
65.4,2.06
65.4,2.06
64.35106145251397,3.388659217877095
63.3,4.72
64.3,3.54
64.53,3.1099999999999994
64.31,3.19
64.12,3.1499999999999995
64.12,3.36
62.16,5.24
62.18,4.944078212290503
62.2,4.35376404494382
63.10022346368715,3.767709497206704
64.01,3.47
64.41,3.67
64.87,2.78
65.71,2.24
65.29,2.18
65.29,2.18
65.35,1.23
65.44,2.08
65.44,2.08
65.44,2.08
65.44,2.08
65.44,2.08
65.44,2.08
65.44,2.08
65.44,2.08
65.44,2.08
65.44,2.08
65.44,2.08
65.44,2.08
65.44,2.08
65.44,2.08
65.44,2.08
65.44,2.08
65.44,2.08
65.44,2.08
65.44,2.08
65.44,2.08
65.44,2.08
65.44,2.08
65.44,2.08
65.44,2.08
65.44,2.08
65.44,2.08
65.44,2.08
65.44,2.08
65.44,2.08
65.44,2.08
65.44,2.08
65.44,2.08
65.44,2.08
65.44,2.08
65.44,2.08
65.44,2.08
65.44,2.08
65.44,2.08
65.44,2.08
65.44,2.08
65.44,2.08
65.44,2.08
65.44,2.08
65.44,2.08
65.44,2.08
65.44,2.08
65.44,2.08
65.44,2.08
65.44,2.08
65.44,2.08
65.44,2.08
65.44,2.08
65.44,2.08
65.44,2.08
65.44,2.08
65.44,2.08
65.44,2.08
65.44,2.08
65.44,2.08
65.44,2.08
65.44,2.08
65.44,2.08
65.44,2.08
65.44,2.08
65.44,2.08
65.44,2.08
65.44,2.08
65.44,2.08
65.44,2.08
65.44,2.08
65.44,2.08
65.44,2.08
65.44,2.08
65.44,1.59
65.69,1.65
65.71,1.88
65.58,1.67
63.75999999999999,2.41
64.59,1.95
64.8,2.05
63.66,3.6800000000000006
62.88999999999999,3.84
62.2,4.0
62.41,4.33
62.34,5.13
62.2,4.96
62.58,4.63
62.55474576271187,5.42
62.53,5.42
62.54325842696628,5.337808988764045
62.5700558659218,5.175865921787709
62.59694915254237,5.013333333333334
62.61,4.851731843575419
63.42999999999999,4.77
64.24,4.4
64.23,4.32
63.23,5.35
63.31,4.19
65.39,2.05
66.9,1.75
66.06,1.24
65.58,1.39
66.02,1.25
65.28,1.95
65.08,2.0
65.8,2.01
65.09,2.17
64.38,3.4399999999999995
62.88,3.64
62.98391061452514,3.6449720670391055
63.19112359550562,3.655
63.39921348314606,3.6650561797752808
63.60655367231639,3.6750282485875703
63.71,3.68
62.77,5.39
62.36000000000001,3.03
65.08,3.13
64.31,3.07
65.08,2.65
65.34,2.1
64.21,3.88
64.45,3.64
65.55,2.15
65.62,2.0
65.61,1.62
65.46,1.69
64.73,2.41
64.66,2.54
64.94,2.41
64.56,2.53
64.96,2.36
64.21,2.52
62.67999999999999,4.52
62.13,4.366022727272727
63.11999999999999,4.063651685393259
62.8,3.91
63.84,3.05
64.54,2.44
62.95,3.38
64.55,2.47
63.84,2.54
64.48,2.32
64.23,2.63
64.7,1.97
64.8,2.24
65.19,1.73
64.71,2.37
65.11,1.7899999999999998
65.36,1.8
65.36,1.8
65.49,1.09
65.73,1.17
65.7,1.04
65.05,1.5500000000000005
66.14,0.8599999999999999
64.13,1.88
64.26,1.59
66.04,1.16
65.13,1.19
65.12,0.66
65.12,0.66
65.12,0.66
65.2,0.96
64.89,1.08
64.64,1.2
64.01,1.42
65.17,1.13
64.22,1.58
64.9,1.82
64.56,1.25
64.72,1.92
64.76,1.7
64.22,2.39
64.88,2.27
64.77,2.42
63.83,2.83
63.58,4.04
63.33,4.66
62.19,4.57
63.32,4.7
65.92,1.92
65.82,1.54
66.48,1.07
66.51,1.34
67.22,1.18
67.18,1.06
64.86,0.91
65.69,1.02
65.97,1.02
66.32,0.91
65.21,1.27
65.07,1.26
65.13,1.34
65.16,1.32
65.21,1.21
65.03,1.71
64.17,2.06
63.97,3.12
64.71,2.17
64.59,2.97
63.47,3.36
63.9,2.54
64.33,1.97
64.20827777777778,2.6417777777777776
63.96631284916201,3.9774301675977655
63.72383333333334,4.65
63.48189944134079,3.581620111731844
63.36,2.51
64.63,1.86
64.23,2.32
65.04,2.21
64.68,2.16
64.95,2.6
65.09,2.41
65.04,2.43
65.76,1.59
65.54,1.54
65.23,1.49
65.17,1.56
65.5,1.39
64.57,1.41
65.34,1.56
64.54,2.58
64.54,2.58
64.54,2.58
64.24,3.16
64.01,2.47
63.82095505617977,3.04
63.44272727272728,3.1
63.0665,5.52
62.6895,4.255
62.5,2.99
62.76,4.14
63.4,3.8
64.12,2.62
66.11,3.03
65.28,2.18
65.48,1.7200000000000002
65.59,1.66
65.78,1.41
65.87,1.4700000000000002
65.7,1.5700000000000005
65.67,1.56
65.93,1.33
66.45,1.05
64.88,2.87
64.86,1.71
66.07,1.22
64.87,2.29
65.75,1.27
65.38,1.44
65.52,1.22
64.67,2.0
66.21,2.05
64.75,1.82
65.22,1.66
66.02,1.68
65.27,1.87
65.4,1.8400000000000003
65.76,1.9
65.39,2.02
67.27,1.15
66.24,1.3
66.63,1.01
66.33,1.35
66.05,1.29
65.55,1.97
65.82,1.07
67.2,1.11
66.08,1.36
66.33,1.14
67.67,1.03
65.84,1.02
65.71,1.18
64.58,1.25
64.55,1.2
65.25,1.33
63.8,1.29
65.11,1.5099999999999998
64.87,1.25
65.28,1.42
64.78,2.29
65.13,1.92
65.75,1.31
66.09,1.25
65.61,0.74
66.57,0.6
66.78,0.75
65.68,1.15
67.19,1.4499999999999995
66.21,1.5900000000000003
65.64,1.44
66.04,1.43
66.34,1.17
66.03,1.16
67.05,1.3
64.9,1.88
66.25,1.69
63.72999999999999,2.82
64.49,2.44
63.21,2.95
64.04,2.95
64.2,2.85
64.0,2.59
65.02,2.47
64.35,2.49
64.46,2.64
64.72,2.72
65.28,2.65
65.09,1.79
65.57,1.69
65.99,1.94
65.12,1.7
66.19,2.04
65.74,1.41
65.77,1.61
66.2,1.39
66.24,1.28
66.36,1.21
66.38,1.25
66.15,1.08
65.34,1.11
66.91,1.07
65.23,1.07
65.71,1.15
64.38,1.5199999999999998
63.79,2.38
65.42,1.54
65.67,1.35
65.3,1.48
65.3,1.42
65.51,1.5700000000000005
64.67,1.86
65.01,2.61
64.98,2.64
65.14,2.28
65.21,2.21
65.21,2.21
65.21,2.21
65.21,2.21
65.21,2.21
65.21,2.21
65.21,2.21
65.21,2.21
65.21,2.21
65.21,2.21
65.21,2.21
65.21,2.21
65.21,2.21
64.87,1.7100000000000002
65.27,1.42
65.5,1.47
64.75,1.66
65.28,1.59
64.79,1.6799999999999995
65.17,1.8
65.75,2.56
64.83,1.96
64.45,1.72
63.91,2.47
64.14,2.28
64.48,2.74
64.22,1.46
64.04,1.41
65.74,1.5900000000000003
64.2,3.74
65.39,1.33
65.11,2.06
64.63,2.19
64.18,3.37
65.4,1.55
64.98,1.5699999999999998
65.27,1.49
65.27,1.35
65.88,1.16
65.13,1.24
65.35,1.17
66.26,1.49
65.02,1.37
65.79,1.14
65.17,1.7199999999999998
65.87,1.35
65.44,1.68
64.64,2.06
64.61,1.5100000000000002
65.11,1.9
64.74,2.1
65.35,1.13
65.13,1.13
65.55,1.26
65.26,1.19
65.26,1.19
65.26,1.19
65.26,1.19
65.26,1.19
65.26,1.19
65.26,1.19
65.26,1.19
65.26,1.19
65.26,1.19
65.26,1.19
65.26,1.19
65.26,1.19
65.26,1.19
65.26,1.19
65.26,1.19
65.26,1.19
65.26,1.19
65.26,1.19
65.26,1.19
65.26,1.19
65.26,1.19
65.26,1.19
65.26,1.19
65.26,1.19
65.26,1.19
65.26,1.19
65.26,1.19
62.28999999999999,5.27
64.53,2.47
64.81,1.8200000000000005
65.3,1.66
65.81,1.61
65.66,1.6699999999999997
64.98,1.7200000000000002
65.4,2.12
63.56,3.69
62.29,5.17
62.65,4.86
62.618764044943816,4.748258426966292
62.55657303370786,4.525617977528089
62.49359550561798,4.301685393258428
62.43142857142857,4.0792
62.36865168539326,3.8543820224719103
62.30681818181818,3.632954545454545
62.24367231638418,3.4083050847457628
62.181404494382015,3.1857865168539328
62.14999999999999,2.961797752808989
64.02,2.85
63.75,3.58
64.77,2.92
65.64,2.25
65.61,2.52
65.4,2.78
65.28,2.51
65.85,2.21
65.52,2.13
66.34,2.13
65.84,2.02
66.23,1.88
62.96,4.33
63.86999999999999,3.4799999999999995
63.95,3.49
63.9090395480226,4.500112994350283
63.82706214689265,5.53
63.74491525423729,5.4425423728813564
63.66269662921348,5.268876404494382
63.580888888888886,5.095444444444444
63.49864406779661,4.920847457627119
63.4173184357542,4.748379888268157
63.335,4.574555555555556
63.25284090909091,4.400397727272727
63.17142857142857,4.227371428571429
63.13,4.14
63.16,4.62
63.460625,4.379886363636364
64.05977401129944,3.900169491525424
64.6573595505618,3.421741573033708
64.96,3.18
64.18,3.66
66.11,2.16
65.64,2.3
64.85,2.02
65.29,1.7399999999999998
66.68,1.26
65.63,1.03
64.87,1.72
65.17,1.51
65.15,1.99
64.08,1.58
64.45,1.79
64.67,1.5099999999999998
64.68,2.17
64.69,1.87
65.41,1.33
65.8,1.2
64.8,1.24
64.72,1.17
64.63,1.25
66.96,0.84
65.6,1.17
65.89,1.01
65.97,1.0
65.44,1.93
63.78999999999999,4.35
62.86,4.25
63.8,3.87
63.56,4.57
65.57,1.89
65.06,1.6100000000000003
64.51,2.17
65.08,1.29
65.45,1.12
65.3,1.27
65.97,1.35
65.98,1.4
66.57,0.84
65.62,1.7800000000000002
67.07,1.15
67.11,1.12
66.37,1.06
65.8,1.25
66.19,1.4
67.03,0.94
65.77,1.43
66.52,1.11
65.77,1.14
65.3,1.19
65.43,1.26
64.7,1.5900000000000003
65.4,1.01
64.66,2.91
65.08,2.54
65.69,1.42
65.58,1.25
64.72,1.5099999999999998
65.33,1.02
64.49,1.6800000000000002
64.2,1.54
64.0,1.37
63.6,2.44
64.5,1.47
62.5,3.72
62.89,3.61
64.33,2.46
64.05,2.72
65.77,1.35
65.57,1.84
65.11,2.11
65.89,1.73
63.81000000000001,1.79
63.75,2.46
63.23,3.12
64.49,2.33
64.33,2.34
64.76,2.9200000000000004
65.3,2.57
64.45,1.84
64.65,2.46
65.34,1.33
65.15,1.23
65.07,1.41
65.87,1.25
65.48,1.21
66.04,1.23
65.73,1.39
65.3,1.36
65.5,1.42
65.52,1.13
65.06,1.23
65.72,1.47
65.61,1.66
65.93,1.37
65.78,1.31
65.46,1.36
64.82,1.6999999999999995
65.95,2.0
65.63,1.7899999999999998
63.99,2.68
64.8,2.93
65.63,2.2
64.87,1.79
63.77000000000001,2.27
64.56,2.12
64.75,1.79
65.13,1.38
64.66,1.27
65.28,1.03
64.98,1.2
65.02,1.44
65.96,1.26
63.43,4.13
65.52,1.4
64.79,2.28
65.3,1.31
64.18,1.56
65.12,1.34
66.25,1.38
66.34,1.27
67.62,0.8699999999999999
65.72,1.25
65.72,1.21
65.72,1.21
65.72,1.21
65.72,1.21
65.72,1.21
63.31,3.0
64.21,2.86
63.01,3.9
65.29,2.12
64.44,2.3
66.45,1.45
66.46,0.84
66.33,1.18
65.75,1.29
64.33,3.39
65.5,1.52
66.08,1.39
64.12,2.69
66.15,1.51
65.75,2.39
64.81,2.19
65.34,1.96
63.86,2.79
63.13000000000001,3.78
63.75,3.2200000000000006
65.67,2.41
64.99,2.51
66.59,1.9
65.93,1.7
66.63,1.28
66.46,1.24
65.73,1.5300000000000002
65.92,2.07
65.51,2.31
65.11,1.81
65.76,1.4900000000000002
66.61,1.08
65.99,1.04
65.79,1.44
65.44,1.14
64.99,1.26
64.92,1.15
64.98,1.2
65.41,1.26
64.72,2.54
66.43,1.14
64.95,1.67
66.36,1.69
65.53,1.59
65.27,1.45
66.18,1.42
66.13,1.5900000000000003
65.56,1.75
66.03,1.79
65.3,1.84
65.17,2.24
66.39,1.3
66.24,1.46
66.42,1.71
66.3,1.52
66.13,1.31
66.0,1.13
65.64,1.22
64.59,2.85
64.73,3.53
64.28,2.85
64.72,1.77
64.87,1.81
65.08,1.65
65.74,1.35
65.38,1.36
65.33,1.35
64.77,1.4
65.37,1.67
64.44,1.7699999999999998
64.9,3.09
65.86,2.28
65.82,2.39
63.47,5.53
62.89999999999999,5.346123595505618
62.5,4.978994413407821
63.60067796610169,4.614745762711864
64.71,4.43
64.52,4.71
64.26,3.29
62.77000000000001,4.07
63.19,3.66
62.88999999999999,3.77
62.71000000000001,4.06
63.49,4.05
62.83,3.95
64.2,2.55
64.84,2.82
64.72,2.58
63.39,3.62
63.57,3.87
63.56999999999999,3.87
63.57,3.87
65.82,1.63
67.09,1.29
65.67,1.58
65.76,1.57
64.27,2.85
65.03,2.04
64.5,2.09
63.39,3.0700000000000003
63.35,3.89
63.61,2.97
63.17999999999999,4.68
64.86,2.72
63.25999999999999,4.04
62.94,4.99
63.42999999999999,5.08
64.15,4.26
62.67,4.43
62.72128491620112,4.445921787709498
62.82251396648044,4.477374301675978
62.92401129943502,4.5089830508474575
63.02575418994414,4.540949720670391
63.12796610169492,4.572768361581921
63.22915254237288,4.604237288135593
63.28,4.62
62.63,5.06
64.86,3.5
62.57,4.61
62.62,4.14
63.39,4.07
62.22999999999999,4.79
62.66,3.88
62.721250000000005,3.908011363636364
62.84320224719101,3.964213483146068
62.96474576271186,4.019887005649718
63.086553672316384,4.075649717514124
63.20876404494382,4.132022471910112
63.27000000000001,4.16
64.9,2.49
65.21,2.67
62.64999999999999,4.07
64.12,2.38
65.19,1.26
64.32,1.7600000000000002
64.33,1.89
65.81,1.31
65.36,1.4699999999999998
64.62,2.09
65.15,1.29
63.92,2.77
64.61,1.63
65.24,1.5300000000000002
65.04,1.54
65.13,1.97
64.53,2.14
64.38,2.54
64.13,2.57
63.55,3.53
63.47,4.12
63.98,3.66
63.81000000000001,4.96
63.94533333333333,4.897444444444444
64.21426136363635,4.7727272727272725
64.35,4.71
63.83,4.18
64.38,3.18
65.37,1.4
66.28,0.94
66.15,1.58
63.5,3.75
63.82,3.2
63.26,2.55
63.94,2.58
62.98,2.69
64.82,1.84
64.59,2.3
64.2,1.72
64.24,1.41
64.24,1.41
62.68999999999999,5.3
65.29,2.94
65.65,1.96
66.81,1.24
65.51,1.6
65.69,1.15
65.41,1.94
66.36,1.65
63.82000000000001,4.39
62.26,4.539772727272728
62.33,4.841022727272727
62.16,5.139269662921348
62.65,5.29
64.73,2.94
63.44,3.98
63.17,4.44
65.31,2.47
63.78,2.15
66.03,1.25
65.45,1.24
65.76,1.22
66.19,1.33
64.92,1.73
65.54,1.31
64.54,1.51
64.8,1.41
64.5,1.42
65.13,1.07
65.01,1.0
65.04,1.09
65.0,1.22
64.2,1.57
62.52,3.47
62.38000000000001,4.44
63.41252808988765,4.69
64.44,2.01
64.29,2.31
63.3,3.03
62.46,3.71
62.36,3.93
62.44,3.47
63.09,3.16
63.16,2.58
62.81,3.95
64.59,1.96
64.93,1.66
64.83,1.76
64.69,3.0200000000000005
64.86,2.7
64.64,2.25
64.0,3.49
62.79,4.77
63.470000000000006,3.93
62.63,4.87
63.5,4.68
63.38,3.83
63.15,3.74
63.2,2.73
64.12,2.72
63.65,3.0
64.21,2.83
64.21,2.83
64.21,2.83
63.85,2.14
63.83,2.71
63.61999999999999,2.7
64.42,2.47
64.47,2.9
64.25,2.3
63.82,2.25
64.5,2.08
64.26,2.63
64.82,2.41
62.22,4.89
62.56999999999999,4.08
62.2,4.89
62.19106145251397,4.860446927374301
62.17331460674158,4.8020786516853935
62.15502824858756,4.743615819209039
62.13666666666667,4.685084745762712
62.11893854748603,4.6265363128491614
62.11,4.567909604519774
63.0,4.509553072625699
63.0,4.4512
63.0,4.392556818181818
63.0,4.334111111111112
63.0,4.275444444444444
63.0,4.216944444444445
63.0,4.158444444444444
63.0,4.1
63.0,4.041620111731843
63.0,3.983055555555556
63.0,3.924555555555555
63.0,3.865888888888889
63.0,3.8075418994413406
63.0,3.748944444444444
63.06711864406779,3.690564971751413
63.20193181818181,3.631875
63.33575418994413,3.5735754189944133
63.4708,3.514628571428571
63.60380681818182,3.456534090909091
63.73853932584269,3.397808988764045
63.872696629213486,3.339325842696629
63.94,3.31
63.99,3.11
64.27,3.5699999999999994
63.86,4.11
64.17,2.8
65.08,2.59
65.67,1.64
65.16,1.83
65.04,1.8200000000000005
65.35,1.73
65.94,1.3
64.94,1.6
65.39,1.29
66.04,1.4899999999999998
64.98,1.71
65.02,1.7800000000000002
65.0,1.78
64.05,2.99
64.51,2.74
64.5,2.48
65.3,2.24
65.93,1.5
65.15,1.7
65.6,1.84
65.61,1.7
63.45,3.01
64.8,2.57
64.42,1.7600000000000002
65.8,1.49
66.12,1.4899999999999998
64.73,1.54
64.66,1.5699999999999998
64.72,2.41
65.96,1.85
65.11,2.23
64.62,2.47
64.06,2.66
63.93999999999999,2.46
64.69,1.98
65.09,2.15
64.92,1.9
64.97,2.05
65.42,1.7200000000000002
65.78,1.44
66.19,1.36
66.23,1.21
65.7,1.26
66.15,1.66
65.51,1.91
65.04,2.22
65.91,1.77
65.83,1.6100000000000003
66.27,1.74
65.26,1.99
65.15,1.7899999999999998
64.53,2.53
64.89,2.05
64.9,1.65
65.61,1.42
65.57,1.65
65.08,2.13
64.96,1.84
64.73,2.4
65.48,1.56
65.22,1.25
65.12,1.33
64.91,1.5
63.91,2.94
63.53999999999999,4.1
65.01,1.57
63.0,4.18
63.470000000000006,3.24
64.86,2.34
64.03,3.07
63.68999999999999,3.12
63.49,3.26
65.0,1.93
64.17,2.23
64.4,2.15
65.26,2.3
65.74,2.27
65.2,1.7
64.06,2.52
64.53,2.45
64.3,2.87
62.47,2.46
64.25,2.36
64.22,2.74
64.65,1.83
65.05,1.65
64.83,1.71
64.29,1.8
64.25,1.96
64.27,1.71
